suid,singer_name,singer_url
12302153,HIGHLIGHT,https://music.163.com/#/artist?id=12302153
12326161,Ni Ni,https://music.163.com/#/artist?id=12326161
127133,Look And Listen,https://music.163.com/#/artist?id=127133
54489245,Epic Gardener,https://music.163.com/#/artist?id=54489245
48200534,好像是鬼鬼,https://music.163.com/#/artist?id=48200534
50664292,曲允希,https://music.163.com/#/artist?id=50664292
34235382,GK怪咖,https://music.163.com/#/artist?id=34235382
1137108,結良まり,https://music.163.com/#/artist?id=1137108
930009,流派未階堂,https://music.163.com/#/artist?id=930009
13642245,Fareq Share3 3,https://music.163.com/#/artist?id=13642245
27869506,DjMawlan,https://music.163.com/#/artist?id=27869506
51048691,ulugbu-kurban,https://music.163.com/#/artist?id=51048691
158041,Girija Devi,https://music.163.com/#/artist?id=158041
12171182,Kao Jirayu,https://music.163.com/#/artist?id=12171182
54703058,Bibiana,https://music.163.com/#/artist?id=54703058
31676918,TANGTHEAWESOME,https://music.163.com/#/artist?id=31676918
34317852,Zoya-Amat本人,https://music.163.com/#/artist?id=34317852
29818452,岸正之,https://music.163.com/#/artist?id=29818452
1055007,Shizuko Mori,https://music.163.com/#/artist?id=1055007
12061139,Skott,https://music.163.com/#/artist?id=12061139
51264596,VOISCAPE,https://music.163.com/#/artist?id=51264596
14602557,PROBASS ∆ HARDI,https://music.163.com/#/artist?id=14602557
51953770,高杰杰杰杰,https://music.163.com/#/artist?id=51953770
12645176,Bulleteen,https://music.163.com/#/artist?id=12645176
95455,La Oreja de Van Gogh,https://music.163.com/#/artist?id=95455
53849469,Innersouljah,https://music.163.com/#/artist?id=53849469
21139,rain book,https://music.163.com/#/artist?id=21139
1160181,朝勒-NOT.ZAM组合,https://music.163.com/#/artist?id=1160181
1187071,内蒙古少年合唱团,https://music.163.com/#/artist?id=1187071
33551357,遥海,https://music.163.com/#/artist?id=33551357
50626850,国乐电子流浪团,https://music.163.com/#/artist?id=50626850
12149035,叶斯淳,https://music.163.com/#/artist?id=12149035
55003349,Agatha Choi,https://music.163.com/#/artist?id=55003349
13972149,内田秀,https://music.163.com/#/artist?id=13972149
51743651,焦虑又沉稳的麋鹿,https://music.163.com/#/artist?id=51743651
84810,xDisciplex A.D.,https://music.163.com/#/artist?id=84810
161116,ぐしゃ人間,https://music.163.com/#/artist?id=161116
130873,Ella Fitzgerald & Louis Armstrong,https://music.163.com/#/artist?id=130873
1098154,JZlee,https://music.163.com/#/artist?id=1098154
70533,Omoide Hatoba,https://music.163.com/#/artist?id=70533
31821604,INNOSENT in FORMAL,https://music.163.com/#/artist?id=31821604
1015640,郭真言,https://music.163.com/#/artist?id=1015640
84205,Willy DeVille,https://music.163.com/#/artist?id=84205
126094,玉珠贤,https://music.163.com/#/artist?id=126094
53193759,Ultima Grace,https://music.163.com/#/artist?id=53193759
14470054,Anson Seabra,https://music.163.com/#/artist?id=14470054
36775765,IKAYKAI,https://music.163.com/#/artist?id=36775765
14388356,Ursula Anders,https://music.163.com/#/artist?id=14388356
126797,高耀太,https://music.163.com/#/artist?id=126797
14296763,Veronica Bravo,https://music.163.com/#/artist?id=14296763
35787337,土日,https://music.163.com/#/artist?id=35787337
32600998,KIMMUSEUM,https://music.163.com/#/artist?id=32600998
125841,朴素彬,https://music.163.com/#/artist?id=125841
34909004,itsyunnn,https://music.163.com/#/artist?id=34909004
31309410,XMASwu(吴骜),https://music.163.com/#/artist?id=31309410
14289,星野康太,https://music.163.com/#/artist?id=14289
106172,Hummingbert Stereo,https://music.163.com/#/artist?id=106172
160373,結城アイラ,https://music.163.com/#/artist?id=160373
31262227,Grey D,https://music.163.com/#/artist?id=31262227
56323925,URBAN LIGHT,https://music.163.com/#/artist?id=56323925
99334,Q.A.S.B.,https://music.163.com/#/artist?id=99334
35724488,каᴅiʀ музыка,https://music.163.com/#/artist?id=35724488
13837387,Holy Mansion,https://music.163.com/#/artist?id=13837387
20080,キッサコ,https://music.163.com/#/artist?id=20080
48991377,Robert,https://music.163.com/#/artist?id=48991377
12972,唐朝乐队,https://music.163.com/#/artist?id=12972
31330277,Open乐队,https://music.163.com/#/artist?id=31330277
1120219,全智爱,https://music.163.com/#/artist?id=1120219
1186018,和氣あず未,https://music.163.com/#/artist?id=1186018
658164,future nat,https://music.163.com/#/artist?id=658164
33583907,Ony,https://music.163.com/#/artist?id=33583907
33842568,Juyoutai,https://music.163.com/#/artist?id=33842568
12977618,小阿枫,https://music.163.com/#/artist?id=12977618
12154223,Isaiah Dreads,https://music.163.com/#/artist?id=12154223
13065734,Johann Strauss Orchestra,https://music.163.com/#/artist?id=13065734
20934,Ovall,https://music.163.com/#/artist?id=20934
123729,Ignite,https://music.163.com/#/artist?id=123729
30316362,Umera,https://music.163.com/#/artist?id=30316362
1137517,Ceremonial Oath,https://music.163.com/#/artist?id=1137517
12047978,狮子LION,https://music.163.com/#/artist?id=12047978
33585252,Мирас Жугунусов,https://music.163.com/#/artist?id=33585252
12345209,VO大自然,https://music.163.com/#/artist?id=12345209
21268,REDЯUM,https://music.163.com/#/artist?id=21268
49671134,Unsigned nino,https://music.163.com/#/artist?id=49671134
12458188,THX,https://music.163.com/#/artist?id=12458188
28389556,Lost Sky,https://music.163.com/#/artist?id=28389556
1060047,殷嘉恩,https://music.163.com/#/artist?id=1060047
12637403,FRVRFRIDAY,https://music.163.com/#/artist?id=12637403
14470317,大贺兄弟,https://music.163.com/#/artist?id=14470317
12113,六个国王,https://music.163.com/#/artist?id=12113
49609008,inin隐隐,https://music.163.com/#/artist?id=49609008
54812150,PANDA FUNK,https://music.163.com/#/artist?id=54812150
12492192,Toni Romiti,https://music.163.com/#/artist?id=12492192
47192032,星星,https://music.163.com/#/artist?id=47192032
13567070,Garamerica,https://music.163.com/#/artist?id=13567070
13006541,南宫山庄音乐社团,https://music.163.com/#/artist?id=13006541
12264753,圈同学,https://music.163.com/#/artist?id=12264753
61679,June,https://music.163.com/#/artist?id=61679
66390,Missy Elliott,https://music.163.com/#/artist?id=66390
12441210,Veegee徐若侨,https://music.163.com/#/artist?id=12441210
1048021,ZE:A J,https://music.163.com/#/artist?id=1048021
943059,音沙汰,https://music.163.com/#/artist?id=943059
13586,战斧乐队,https://music.163.com/#/artist?id=13586
15024073,学園生活部,https://music.163.com/#/artist?id=15024073
16019,安藤裕子,https://music.163.com/#/artist?id=16019
1049924,ICE MOON,https://music.163.com/#/artist?id=1049924
1085116,张希,https://music.163.com/#/artist?id=1085116
12465,南无,https://music.163.com/#/artist?id=12465
12256230,MISTERK,https://music.163.com/#/artist?id=12256230
45569,UTTARA-KURU,https://music.163.com/#/artist?id=45569
60308,Halie Loren,https://music.163.com/#/artist?id=60308
13579,自然卷,https://music.163.com/#/artist?id=13579
85327,Five Star,https://music.163.com/#/artist?id=85327
12648921,李佩琪,https://music.163.com/#/artist?id=12648921
1008034,鬼卞,https://music.163.com/#/artist?id=1008034
105795,Zeus,https://music.163.com/#/artist?id=105795
12330025,Ersan Er,https://music.163.com/#/artist?id=12330025
12903383,Transparent Cat,https://music.163.com/#/artist?id=12903383
94974,Jagged Edge,https://music.163.com/#/artist?id=94974
49257953,Kayla,https://music.163.com/#/artist?id=49257953
32765,Ernesto Cortazar,https://music.163.com/#/artist?id=32765
95436,Lacrimosa,https://music.163.com/#/artist?id=95436
30861940,FRVNKY,https://music.163.com/#/artist?id=30861940
51792398,小螺号（段贞珍）,https://music.163.com/#/artist?id=51792398
33248991,SOOVI,https://music.163.com/#/artist?id=33248991
52967959,Lotionmoney,https://music.163.com/#/artist?id=52967959
12561323,Wooks,https://music.163.com/#/artist?id=12561323
12318283,Lance He,https://music.163.com/#/artist?id=12318283
50594898,VIVIENNE,https://music.163.com/#/artist?id=50594898
15790,上松範康,https://music.163.com/#/artist?id=15790
30403238,Jubilate,https://music.163.com/#/artist?id=30403238
12643355,947.ASH,https://music.163.com/#/artist?id=12643355
12979289,The Kiboomers,https://music.163.com/#/artist?id=12979289
30109647,Yoon Mi Choi Trio,https://music.163.com/#/artist?id=30109647
51170237,凤凰院零零,https://music.163.com/#/artist?id=51170237
13524273,Tom MacDonald,https://music.163.com/#/artist?id=13524273
13500664,Ufuk Uğuriş,https://music.163.com/#/artist?id=13500664
12054335,HIGHTEEN,https://music.163.com/#/artist?id=12054335
47038905,欧元,https://music.163.com/#/artist?id=47038905
13058279,ICD,https://music.163.com/#/artist?id=13058279
1163051,江口孝宏,https://music.163.com/#/artist?id=1163051
12047218,Young Man and the Sea,https://music.163.com/#/artist?id=12047218
124454,Obscure,https://music.163.com/#/artist?id=124454
14154,藤原道山,https://music.163.com/#/artist?id=14154
1146071,Raven Felix,https://music.163.com/#/artist?id=1146071
12110,龙宽九段,https://music.163.com/#/artist?id=12110
50660662,Viento,https://music.163.com/#/artist?id=50660662
31960592,RU,https://music.163.com/#/artist?id=31960592
58020,Group 1 Crew,https://music.163.com/#/artist?id=58020
15779,浦沢直樹,https://music.163.com/#/artist?id=15779
49879575,CLUB CANDY,https://music.163.com/#/artist?id=49879575
49186649,X-Rac,https://music.163.com/#/artist?id=49186649
12236592,校长$even,https://music.163.com/#/artist?id=12236592
893400,GGot Jam Project,https://music.163.com/#/artist?id=893400
106998,25hours,https://music.163.com/#/artist?id=106998
47737989,Руслан Добрый,https://music.163.com/#/artist?id=47737989
13485312,O-Mega,https://music.163.com/#/artist?id=13485312
57976,Grouper,https://music.163.com/#/artist?id=57976
12613056,安炯燮,https://music.163.com/#/artist?id=12613056
53908792,LOLUET,https://music.163.com/#/artist?id=53908792
12537822,AUBG,https://music.163.com/#/artist?id=12537822
124891,TMC,https://music.163.com/#/artist?id=124891
13790097,大五度Major_Fifth,https://music.163.com/#/artist?id=13790097
19988,J-Friends,https://music.163.com/#/artist?id=19988
816405,Les Enfants,https://music.163.com/#/artist?id=816405
55488974,晚星,https://music.163.com/#/artist?id=55488974
12745496,Goom Gum,https://music.163.com/#/artist?id=12745496
52841253,Oin RECords,https://music.163.com/#/artist?id=52841253
36763841,Tanzong,https://music.163.com/#/artist?id=36763841
13674862,洪凌,https://music.163.com/#/artist?id=13674862
52540571,INTEGRATION BEATS,https://music.163.com/#/artist?id=52540571
12287780,前男友,https://music.163.com/#/artist?id=12287780
12098094,Fruity Woops,https://music.163.com/#/artist?id=12098094
53284604,赤木秦梓,https://music.163.com/#/artist?id=53284604
54343463,成爱顺,https://music.163.com/#/artist?id=54343463
161443,SHK,https://music.163.com/#/artist?id=161443
125006,尹尚,https://music.163.com/#/artist?id=125006
33320857,江予桐,https://music.163.com/#/artist?id=33320857
12147214,Fancy,https://music.163.com/#/artist?id=12147214
30229407,RITTO,https://music.163.com/#/artist?id=30229407
48496649,DJ瑞彻,https://music.163.com/#/artist?id=48496649
14098472,芮金州,https://music.163.com/#/artist?id=14098472
47193271,毛毛不插电,https://music.163.com/#/artist?id=47193271
13484103,Boy Harsher,https://music.163.com/#/artist?id=13484103
14098703,Dhana Diwana,https://music.163.com/#/artist?id=14098703
12332195,Samanta,https://music.163.com/#/artist?id=12332195
105085,Wet Wet Wet,https://music.163.com/#/artist?id=105085
46389505,Itis宁言,https://music.163.com/#/artist?id=46389505
1112015,INFECTED MALIGNITY,https://music.163.com/#/artist?id=1112015
34591876,小绿毛,https://music.163.com/#/artist?id=34591876
12463258,Öwnboss,https://music.163.com/#/artist?id=12463258
35366,José González,https://music.163.com/#/artist?id=35366
658161,Karthik,https://music.163.com/#/artist?id=658161
12492056,宮川弾,https://music.163.com/#/artist?id=12492056
13194,无级生,https://music.163.com/#/artist?id=13194
50891,Carrie Underwood,https://music.163.com/#/artist?id=50891
49043029,Ohang.Tj,https://music.163.com/#/artist?id=49043029
12424085,内山修作,https://music.163.com/#/artist?id=12424085
33624,Faydee,https://music.163.com/#/artist?id=33624
12151013,朱一龙,https://music.163.com/#/artist?id=12151013
50522614,CyTeam,https://music.163.com/#/artist?id=50522614
47932632,PeachyFranny,https://music.163.com/#/artist?id=47932632
52265522,告RADIO,https://music.163.com/#/artist?id=52265522
12054161,Coda Bridge,https://music.163.com/#/artist?id=12054161
106941,Silly Fools,https://music.163.com/#/artist?id=106941
123562,Freakhouze,https://music.163.com/#/artist?id=123562
51440085,楓_KAEDE,https://music.163.com/#/artist?id=51440085
47240699,墙墙墙墙墙墙,https://music.163.com/#/artist?id=47240699
36240783,煜安,https://music.163.com/#/artist?id=36240783
63901,Kesha,https://music.163.com/#/artist?id=63901
49044240,Strictlyviolin荀博,https://music.163.com/#/artist?id=49044240
20385,LOST BLESS,https://music.163.com/#/artist?id=20385
32468817,Iss Praise,https://music.163.com/#/artist?id=32468817
32736783,Daisy the Great,https://music.163.com/#/artist?id=32736783
17501,荻野目洋子,https://music.163.com/#/artist?id=17501
97521,Nirvana,https://music.163.com/#/artist?id=97521
1049278,The Will On Kill,https://music.163.com/#/artist?id=1049278
48352649,平安小财娘,https://music.163.com/#/artist?id=48352649
32965506,CHROMANCE,https://music.163.com/#/artist?id=32965506
35290466,yusanjan yusup,https://music.163.com/#/artist?id=35290466
34136444,YUX轩轩,https://music.163.com/#/artist?id=34136444
122455,群星,https://music.163.com/#/artist?id=122455
896743,佐藤広大,https://music.163.com/#/artist?id=896743
9940,徐佳莹,https://music.163.com/#/artist?id=9940
975559,小林竜之,https://music.163.com/#/artist?id=975559
86305,Avatar,https://music.163.com/#/artist?id=86305
1081009,Vianney,https://music.163.com/#/artist?id=1081009
31082649,VAN.C,https://music.163.com/#/artist?id=31082649
21422,椿屋四重奏,https://music.163.com/#/artist?id=21422
12079050,The Cheers Cheers,https://music.163.com/#/artist?id=12079050
12726115,唐猫 SUGARCAT,https://music.163.com/#/artist?id=12726115
30783236,Uki(ゆき),https://music.163.com/#/artist?id=30783236
34819355,ICE BAND,https://music.163.com/#/artist?id=34819355
12946071,Игорь Матвиенко,https://music.163.com/#/artist?id=12946071
1177079,Steam Phunk,https://music.163.com/#/artist?id=1177079
12386867,桃十五,https://music.163.com/#/artist?id=12386867
1181999,Orchestra,https://music.163.com/#/artist?id=1181999
84792,X-Press 2,https://music.163.com/#/artist?id=84792
13487128,Nitrotune,https://music.163.com/#/artist?id=13487128
52256114,蜡笔小兴,https://music.163.com/#/artist?id=52256114
58978,Grandmaster Flash & the Furious Five,https://music.163.com/#/artist?id=58978
27889484,安孝燮,https://music.163.com/#/artist?id=27889484
59135,Giusy Ferreri,https://music.163.com/#/artist?id=59135
41954,Ray J,https://music.163.com/#/artist?id=41954
125404,河智苑,https://music.163.com/#/artist?id=125404
1156370,Haruna,https://music.163.com/#/artist?id=1156370
28287875,YUMIN,https://music.163.com/#/artist?id=28287875
981098,米澤円,https://music.163.com/#/artist?id=981098
13198916,南鹤卫NAMHOKWAI,https://music.163.com/#/artist?id=13198916
161258,ちーむMOER,https://music.163.com/#/artist?id=161258
12701347,NoSleep Child 失眠少年,https://music.163.com/#/artist?id=12701347
51969987,谕书尧,https://music.163.com/#/artist?id=51969987
1081483,Robot-Boy,https://music.163.com/#/artist?id=1081483
48887512,Xana,https://music.163.com/#/artist?id=48887512
160210,ALPHABETS,https://music.163.com/#/artist?id=160210
12085694,诺言Jason,https://music.163.com/#/artist?id=12085694
9398,上官红燕,https://music.163.com/#/artist?id=9398
13432134,Ertan Ayan,https://music.163.com/#/artist?id=13432134
12646716,fcj,https://music.163.com/#/artist?id=12646716
12195602,VitALanKi,https://music.163.com/#/artist?id=12195602
991070,微风乐集,https://music.163.com/#/artist?id=991070
126533,Chocolate,https://music.163.com/#/artist?id=126533
12008165,Calum Scott,https://music.163.com/#/artist?id=12008165
837100,周元,https://music.163.com/#/artist?id=837100
12996059,Zahida,https://music.163.com/#/artist?id=12996059
50299955,Delia,https://music.163.com/#/artist?id=50299955
128042,Wednesday,https://music.163.com/#/artist?id=128042
12493068,Warak,https://music.163.com/#/artist?id=12493068
1038268,大西沙織,https://music.163.com/#/artist?id=1038268
37006335,Pistil.歆,https://music.163.com/#/artist?id=37006335
16601,石川さゆり,https://music.163.com/#/artist?id=16601
22241,VIOLET UK,https://music.163.com/#/artist?id=22241
736121,Daisy,https://music.163.com/#/artist?id=736121
12287434,自由国度少女团,https://music.163.com/#/artist?id=12287434
49629641,UMine,https://music.163.com/#/artist?id=49629641
14999046,音楽少女,https://music.163.com/#/artist?id=14999046
62900,Katie Herzig,https://music.163.com/#/artist?id=62900
48635063,Friday,https://music.163.com/#/artist?id=48635063
133345,Fun,https://music.163.com/#/artist?id=133345
29832422,Couple N,https://music.163.com/#/artist?id=29832422
12199139,AkraM Arkin,https://music.163.com/#/artist?id=12199139
12283210,柴Konoki,https://music.163.com/#/artist?id=12283210
30875934,Samuel Kim,https://music.163.com/#/artist?id=30875934
28412376,Love Episode,https://music.163.com/#/artist?id=28412376
12329908,翡翠龍,https://music.163.com/#/artist?id=12329908
47910375,Veco,https://music.163.com/#/artist?id=47910375
159758,오정선,https://music.163.com/#/artist?id=159758
12107774,RD,https://music.163.com/#/artist?id=12107774
28745,Afrojack,https://music.163.com/#/artist?id=28745
1081622,Boyello,https://music.163.com/#/artist?id=1081622
51003265,30分贝工作室,https://music.163.com/#/artist?id=51003265
53132,Carissa Rae,https://music.163.com/#/artist?id=53132
14831,村松健,https://music.163.com/#/artist?id=14831
31287463,苟晨浩宇,https://music.163.com/#/artist?id=31287463
50788132,倩倩讲故事,https://music.163.com/#/artist?id=50788132
50932325,广西太空舱,https://music.163.com/#/artist?id=50932325
12487107,Brian Lee,https://music.163.com/#/artist?id=12487107
33603794,汪珂楠,https://music.163.com/#/artist?id=33603794
34041050,T.Yee,https://music.163.com/#/artist?id=34041050
30316313,Kim Gyeongryeong,https://music.163.com/#/artist?id=30316313
12462463,Bonus Points,https://music.163.com/#/artist?id=12462463
64337,Lawrence,https://music.163.com/#/artist?id=64337
29727749,日高美子,https://music.163.com/#/artist?id=29727749
30915333,Comet.z,https://music.163.com/#/artist?id=30915333
12355713,戸田恵子,https://music.163.com/#/artist?id=12355713
12154368,VMO,https://music.163.com/#/artist?id=12154368
