"id","suid","singer_name","singer_url"
"0000093","10558","周笔畅","https://music.163.com/#/artist?id=10558"
"0000094","13058503","尤长靖","https://music.163.com/#/artist?id=13058503"
"0000095","1030001","周深","https://music.163.com/#/artist?id=1030001"
"0000096","12493781","Lil Ghost小鬼","https://music.163.com/#/artist?id=12493781"
"0000097","10572","张芸京","https://music.163.com/#/artist?id=10572"
"0000098","893259","金玟岐","https://music.163.com/#/artist?id=893259"
"0000099","32024816","傻子与白痴","https://music.163.com/#/artist?id=32024816"
"0000100","7217","陈绮贞","https://music.163.com/#/artist?id=7217"
"0000101","10198","杨乃文","https://music.163.com/#/artist?id=10198"
"0000102","9548","田馥甄","https://music.163.com/#/artist?id=9548"
"0000103","2843","郭顶","https://music.163.com/#/artist?id=2843"
"0000104","7439","陈洁仪","https://music.163.com/#/artist?id=7439"
"0000105","8321","陈芳语","https://music.163.com/#/artist?id=8321"
"0000106","7535","戴佩妮","https://music.163.com/#/artist?id=7535"
"0000107","1197168","徐秉龙","https://music.163.com/#/artist?id=1197168"
"0000108","8329","梁咏琪","https://music.163.com/#/artist?id=8329"
"0000109","12604","青鸟飞鱼","https://music.163.com/#/artist?id=12604"
"0000110","7214","蔡健雅","https://music.163.com/#/artist?id=7214"
"0000111","8341","刘力扬","https://music.163.com/#/artist?id=8341"
"0000112","6472","张杰","https://music.163.com/#/artist?id=6472"
"0000113","3684","林俊杰","https://music.163.com/#/artist?id=3684"
"0000114","1087592","唐汉霄","https://music.163.com/#/artist?id=1087592"
"0000115","9940","徐佳莹","https://music.163.com/#/artist?id=9940"
"0000116","32220939","en","https://music.163.com/#/artist?id=32220939"
"0000117","12138269","毛不易","https://music.163.com/#/artist?id=12138269"
"0000118","10557","张悬","https://music.163.com/#/artist?id=10557"
"0000119","1195028","鹿先森乐队","https://music.163.com/#/artist?id=1195028"
"0000120","13193","五月天","https://music.163.com/#/artist?id=13193"
"0000121","32424549","Billkin","https://music.163.com/#/artist?id=32424549"
"0000122","37473467","PP","https://music.163.com/#/artist?id=37473467"
"0000123","37200021","Tulanan Narasetapisarn","https://music.163.com/#/artist?id=37200021"
"0000124","12460335","寄明","https://music.163.com/#/artist?id=12460335"
"0000125","893267","李琦","https://music.163.com/#/artist?id=893267"
"0000126","12205531","兔妃","https://music.163.com/#/artist?id=12205531"
"0000127","980113","宁桓宇","https://music.163.com/#/artist?id=980113"
"0000128","12061232","JENNIE","https://music.163.com/#/artist?id=12061232"
"0000129","14420803","陈雪燃","https://music.163.com/#/artist?id=14420803"
"0000130","12094290","D.Mao","https://music.163.com/#/artist?id=12094290"
"0000131","16017","青山テルマ","https://music.163.com/#/artist?id=16017"
"0000132","11679","GALA","https://music.163.com/#/artist?id=11679"
"0000133","9612","温岚","https://music.163.com/#/artist?id=9612"
"0000134","816358","高姗","https://music.163.com/#/artist?id=816358"
"0000135","45839","Westlife","https://music.163.com/#/artist?id=45839"
"0000136","1181562","Alexander Jean","https://music.163.com/#/artist?id=1181562"
"0000137","31436973","夏苏烦","https://music.163.com/#/artist?id=31436973"
"0000138","12073833","Zayde Wølf","https://music.163.com/#/artist?id=12073833"
"0000139","1102181","Anne-Marie","https://music.163.com/#/artist?id=1102181"
"0000140","11109","八三夭","https://music.163.com/#/artist?id=11109"
"0000141","12077204","陈壹千","https://music.163.com/#/artist?id=12077204"
"0000142","13288117","小星星Aurora","https://music.163.com/#/artist?id=13288117"
"0000143","5771","许嵩","https://music.163.com/#/artist?id=5771"
"0000144","13906123","张紫豪","https://music.163.com/#/artist?id=13906123"
"0000145","98351","One Direction","https://music.163.com/#/artist?id=98351"
"0000146","900106","Zella Day","https://music.163.com/#/artist?id=900106"
"0000147","783418","Against the Current","https://music.163.com/#/artist?id=783418"
"0000148","1050282","房东的猫","https://music.163.com/#/artist?id=1050282"
"0000149","12025552","双笙","https://music.163.com/#/artist?id=12025552"
"0000150","840134","刘瑞琦","https://music.163.com/#/artist?id=840134"
"0000151","1054159","任素汐","https://music.163.com/#/artist?id=1054159"
"0000152","7424","程响","https://music.163.com/#/artist?id=7424"
"0000153","12151013","朱一龙","https://music.163.com/#/artist?id=12151013"
"0000154","9255","任然","https://music.163.com/#/artist?id=9255"
"0000155","10559","张惠妹","https://music.163.com/#/artist?id=10559"
"0000156","13057598","Sam Tinnesz","https://music.163.com/#/artist?id=13057598"
"0000157","12905616","劣","https://music.163.com/#/artist?id=12905616"
"0000158","11320","Cicada","https://music.163.com/#/artist?id=11320"
"0000159","12259217","allenvee","https://music.163.com/#/artist?id=12259217"
"0000160","3081","胡伟立","https://music.163.com/#/artist?id=3081"
"0000161","21132","RADWIMPS","https://music.163.com/#/artist?id=21132"
"0000162","123825","July","https://music.163.com/#/artist?id=123825"
"0000163","12759030","O.WEN","https://music.163.com/#/artist?id=12759030"
"0000164","12395082","emoshinobi","https://music.163.com/#/artist?id=12395082"
"0000165","836033","EnV","https://music.163.com/#/artist?id=836033"
"0000166","34637050","Flintlock","https://music.163.com/#/artist?id=34637050"
"0000167","32750845","十豆彡","https://music.163.com/#/artist?id=32750845"
"0000168","2127","陈柏宇","https://music.163.com/#/artist?id=2127"
"0000169","12967042","一棵枫桦","https://music.163.com/#/artist?id=12967042"
"0000170","12099108","司徒骏文","https://music.163.com/#/artist?id=12099108"
"0000171","12642721","梅新杨","https://music.163.com/#/artist?id=12642721"
"0000172","5770","许巍","https://music.163.com/#/artist?id=5770"
"0000173","12168149","李宗锦（松紧先生）","https://music.163.com/#/artist?id=12168149"
"0000174","12897745","Lil Chaos","https://music.163.com/#/artist?id=12897745"
"0000175","30958422","秣陵安","https://music.163.com/#/artist?id=30958422"
"0000176","8330","卢巧音","https://music.163.com/#/artist?id=8330"
"0000177","12544560","TRA$H","https://music.163.com/#/artist?id=12544560"
"0000178","12292130","Sawako碎花","https://music.163.com/#/artist?id=12292130"
"0000179","12107158","中村千尋","https://music.163.com/#/artist?id=12107158"
"0000180","1083104","Zeraphym 六翼使徒","https://music.163.com/#/artist?id=1083104"
"0000181","7122","阿肆","https://music.163.com/#/artist?id=7122"
"0000182","12060061","StrawberryPapa","https://music.163.com/#/artist?id=12060061"
"0000183","12172529","封茗囧菌","https://music.163.com/#/artist?id=12172529"
"0000184","30549077","尤超白","https://music.163.com/#/artist?id=30549077"
"0000185","1199064","FOX胡天渝","https://music.163.com/#/artist?id=1199064"
"0000186","12278356","nohidea.","https://music.163.com/#/artist?id=12278356"
"0000187","15060490","野区歌神","https://music.163.com/#/artist?id=15060490"
"0000188","29070146","Mei","https://music.163.com/#/artist?id=29070146"
"0000189","30780930","Lao吳","https://music.163.com/#/artist?id=30780930"
"0000190","32913327","某幻君","https://music.163.com/#/artist?id=32913327"
"0000191","1064078","Xeuphoria","https://music.163.com/#/artist?id=1064078"
"0000192","32436299","徐17","https://music.163.com/#/artist?id=32436299"
"0000193","1193259","苏运莹","https://music.163.com/#/artist?id=1193259"
"0000194","1081117","Azoy","https://music.163.com/#/artist?id=1081117"
"0000195","8234","蒋雪儿","https://music.163.com/#/artist?id=8234"
"0000196","30950035","Seto","https://music.163.com/#/artist?id=30950035"
"0000197","11972054","Billie Eilish","https://music.163.com/#/artist?id=11972054"
"0000198","12068017","BLACKPINK","https://music.163.com/#/artist?id=12068017"
"0000199","12251277","mikegs","https://music.163.com/#/artist?id=12251277"
"0000200","942028","The fin.","https://music.163.com/#/artist?id=942028"
"0000201","30476442","可有道","https://music.163.com/#/artist?id=30476442"
"0000202","12093668","脆莓(Brickleberry)","https://music.163.com/#/artist?id=12093668"
"0000203","12662081","白","https://music.163.com/#/artist?id=12662081"
"0000204","15639","高梨康治","https://music.163.com/#/artist?id=15639"
"0000205","12037059","Timirage","https://music.163.com/#/artist?id=12037059"
"0000206","805090","J.Fla","https://music.163.com/#/artist?id=805090"
"0000207","30707478","郝向阳","https://music.163.com/#/artist?id=30707478"
"0000208","12490212","幸子小姐拜托了","https://music.163.com/#/artist?id=12490212"
"0000209","9621","王菲","https://music.163.com/#/artist?id=9621"
"0000210","12010055","けんたろう","https://music.163.com/#/artist?id=12010055"
"0000211","34744812","虾条Music","https://music.163.com/#/artist?id=34744812"
"0000212","12676697","告五人","https://music.163.com/#/artist?id=12676697"
"0000213","12497226","DryJo","https://music.163.com/#/artist?id=12497226"
"0000214","126066","泫雅","https://music.163.com/#/artist?id=126066"
"0000215","12047724","Svrcina","https://music.163.com/#/artist?id=12047724"
"0000216","1056002","三无MarBlue","https://music.163.com/#/artist?id=1056002"
"0000217","12760796","治静音乐","https://music.163.com/#/artist?id=12760796"
"0000218","1161187","Mr. Polska","https://music.163.com/#/artist?id=1161187"
"0000219","1044144","三亩地","https://music.163.com/#/artist?id=1044144"
"0000220","1049486","Actium","https://music.163.com/#/artist?id=1049486"
"0000221","20545","六三四","https://music.163.com/#/artist?id=20545"
"0000222","1120193","ラブリーサマーちゃん","https://music.163.com/#/artist?id=1120193"
"0000223","1084238","Lightscape","https://music.163.com/#/artist?id=1084238"
"0000224","896913","まふまふ","https://music.163.com/#/artist?id=896913"
"0000225","11998011","AnDyWuMUSICLAND","https://music.163.com/#/artist?id=11998011"
"0000226","13011210","sapientdream","https://music.163.com/#/artist?id=13011210"
"0000227","11127","Beyond","https://music.163.com/#/artist?id=11127"
"0000228","12048234","Oshp","https://music.163.com/#/artist?id=12048234"
"0000229","34335366","小逸逸大坏蛋","https://music.163.com/#/artist?id=34335366"
"0000230","64147","Lady Gaga","https://music.163.com/#/artist?id=64147"
"0000231","13058505","周锐","https://music.163.com/#/artist?id=13058505"
"0000232","1038238","Mario","https://music.163.com/#/artist?id=1038238"
"0000233","33184","Ed Sheeran","https://music.163.com/#/artist?id=33184"
"0000234","159300","米津玄師","https://music.163.com/#/artist?id=159300"
"0000235","12139085","魏潇逸","https://music.163.com/#/artist?id=12139085"
"0000236","13103035","灿烂","https://music.163.com/#/artist?id=13103035"
"0000237","12788788","景向谁依","https://music.163.com/#/artist?id=12788788"
"0000238","12092122","森冬","https://music.163.com/#/artist?id=12092122"
"0000239","30126664","羊仔","https://music.163.com/#/artist?id=30126664"
"0000240","30223925","恰见明月栖山","https://music.163.com/#/artist?id=30223925"
"0000241","12126098","Vk","https://music.163.com/#/artist?id=12126098"
"0000242","12419160","李好","https://music.163.com/#/artist?id=12419160"
"0000243","13451617","罐罐","https://music.163.com/#/artist?id=13451617"
"0000244","32208979","Uu","https://music.163.com/#/artist?id=32208979"
"0000245","29999237","丫蛋蛋","https://music.163.com/#/artist?id=29999237"
"0000246","31253654","井胧","https://music.163.com/#/artist?id=31253654"
"0000247","31615461","海伦","https://music.163.com/#/artist?id=31615461"
"0000248","33694141","一支榴莲","https://music.163.com/#/artist?id=33694141"
"0000249","30116848","阿冗","https://music.163.com/#/artist?id=30116848"
"0000250","9270","萨顶顶","https://music.163.com/#/artist?id=9270"
"0000251","35356254","药水哥","https://music.163.com/#/artist?id=35356254"
"0000252","12136078","葛东琪","https://music.163.com/#/artist?id=12136078"
"0000253","6454","张信哲","https://music.163.com/#/artist?id=6454"
"0000254","12932368","蔡徐坤","https://music.163.com/#/artist?id=12932368"
"0000255","14312549","王贰浪","https://music.163.com/#/artist?id=14312549"
"0000256","34613873","傅如乔","https://music.163.com/#/artist?id=34613873"
"0000257","1083118","王嘉尔","https://music.163.com/#/artist?id=1083118"
"0000258","28863695","司南","https://music.163.com/#/artist?id=28863695"
"0000259","1124151","刘柏辛Lexie","https://music.163.com/#/artist?id=1124151"
"0000260","1084276","大間々昂","https://music.163.com/#/artist?id=1084276"
"0000261","339594","Mili","https://music.163.com/#/artist?id=339594"
"0000262","1044218","Bahari","https://music.163.com/#/artist?id=1044218"
"0000263","86862","Anthem Lights","https://music.163.com/#/artist?id=86862"
"0000264","14472","菅野祐悟","https://music.163.com/#/artist?id=14472"
"0000265","1038292","Missio","https://music.163.com/#/artist?id=1038292"
"0000266","12157336","CMJ","https://music.163.com/#/artist?id=12157336"
"0000267","12143052","REOL","https://music.163.com/#/artist?id=12143052"
"0000268","28867415","Bae_KK","https://music.163.com/#/artist?id=28867415"
"0000269","122455","群星","https://music.163.com/#/artist?id=122455"
"0000270","74681","Sofia Jannok","https://music.163.com/#/artist?id=74681"
"0000271","3539","井柏然","https://music.163.com/#/artist?id=3539"
"0000272","4130","李玉刚","https://music.163.com/#/artist?id=4130"
"0000273","12432835","赵世聪","https://music.163.com/#/artist?id=12432835"
"0000274","12250","Luna Safari","https://music.163.com/#/artist?id=12250"
"0000275","13198156","kingdom of lay","https://music.163.com/#/artist?id=13198156"
"0000276","4716","α·Pav","https://music.163.com/#/artist?id=4716"
"0000277","66212","Lana Del Rey","https://music.163.com/#/artist?id=66212"
"0000278","12308369","黄诗扶","https://music.163.com/#/artist?id=12308369"
"0000279","30981","Cam Kelley","https://music.163.com/#/artist?id=30981"
"0000280","12535245","ØMI","https://music.163.com/#/artist?id=12535245"
"0000281","8921","毛阿敏","https://music.163.com/#/artist?id=8921"
"0000282","12769031","姚智鑫","https://music.163.com/#/artist?id=12769031"
"0000283","9941","许飞","https://music.163.com/#/artist?id=9941"
"0000284","38956","Michael Hoppé","https://music.163.com/#/artist?id=38956"
"0000285","10750","曾轶可","https://music.163.com/#/artist?id=10750"
"0000286","649505","孟佳","https://music.163.com/#/artist?id=649505"
"0000287","6076","俞灏明","https://music.163.com/#/artist?id=6076"
"0000288","8334","刘惜君","https://music.163.com/#/artist?id=8334"
"0000289","3871","刘胡轶","https://music.163.com/#/artist?id=3871"
"0000290","1132127","萧忆情Alex","https://music.163.com/#/artist?id=1132127"
"0000291","102035","The xx","https://music.163.com/#/artist?id=102035"
"0000292","12520634","灰澈","https://music.163.com/#/artist?id=12520634"
"0000293","1044203","郭旭","https://music.163.com/#/artist?id=1044203"
"0000294","187994","北京室内男声合唱团","https://music.163.com/#/artist?id=187994"
"0000295","50890","Colbie Caillat","https://music.163.com/#/artist?id=50890"
"0000296","33435854","要不要买菜","https://music.163.com/#/artist?id=33435854"
"0000297","45129","Troye Sivan","https://music.163.com/#/artist?id=45129"
"0000298","8378","李玲玉","https://music.163.com/#/artist?id=8378"
"0000299","7901","黄雅莉","https://music.163.com/#/artist?id=7901"
"0000300","489045","Delacey","https://music.163.com/#/artist?id=489045"
"0000301","53092","Charli XCX","https://music.163.com/#/artist?id=53092"
"0000302","1047015","张艺兴","https://music.163.com/#/artist?id=1047015"
"0000303","5929","徐良","https://music.163.com/#/artist?id=5929"
"0000304","1142042","徐梦圆","https://music.163.com/#/artist?id=1142042"
"0000305","896104","MetroGnome","https://music.163.com/#/artist?id=896104"
"0000306","12174110","崔开潮","https://music.163.com/#/artist?id=12174110"
"0000307","7890","黄龄","https://music.163.com/#/artist?id=7890"
"0000308","818678","宣美","https://music.163.com/#/artist?id=818678"
"0000309","45319","Thomas Greenberg","https://music.163.com/#/artist?id=45319"
"0000310","35354475","Aggylow","https://music.163.com/#/artist?id=35354475"
"0000311","34518","Hawk Nelson","https://music.163.com/#/artist?id=34518"
"0000312","70821","P!nk","https://music.163.com/#/artist?id=70821"
"0000313","222871","伍佰 & China Blue","https://music.163.com/#/artist?id=222871"
"0000314","28727","Asher Monroe","https://music.163.com/#/artist?id=28727"
"0000315","12080267","The Tech Thieves","https://music.163.com/#/artist?id=12080267"
"0000316","1053202","Rag'N'Bone Man","https://music.163.com/#/artist?id=1053202"
"0000317","33856","Gavin Degraw","https://music.163.com/#/artist?id=33856"
"0000318","1172023","刘至佳","https://music.163.com/#/artist?id=1172023"
"0000319","11952","JS","https://music.163.com/#/artist?id=11952"
"0000320","189603","Shirfine","https://music.163.com/#/artist?id=189603"
"0000321","4393","李代沫","https://music.163.com/#/artist?id=4393"
"0000322","101352","Sexion d'Assaut","https://music.163.com/#/artist?id=101352"
"0000323","13584","至上励合","https://music.163.com/#/artist?id=13584"
"0000324","12383873","泪鑫","https://music.163.com/#/artist?id=12383873"
"0000325","86884","Approaching Nirvana","https://music.163.com/#/artist?id=86884"
"0000326","12492257","兔子牙","https://music.163.com/#/artist?id=12492257"
"0000327","1078007","Monogem","https://music.163.com/#/artist?id=1078007"
"0000328","31217409","Bonca金柱","https://music.163.com/#/artist?id=31217409"
"0000329","33927570","一玟","https://music.163.com/#/artist?id=33927570"
"0000330","12128251","逆时针向","https://music.163.com/#/artist?id=12128251"
"0000331","1211039","LJY","https://music.163.com/#/artist?id=1211039"
"0000332","1079074","余佳运","https://music.163.com/#/artist?id=1079074"
"0000333","12135040","叹息","https://music.163.com/#/artist?id=12135040"
"0000334","8153","江语晨","https://music.163.com/#/artist?id=8153"
"0000335","94730","ItaloBrothers","https://music.163.com/#/artist?id=94730"
"0000336","30477866","DJ鹏少","https://music.163.com/#/artist?id=30477866"
"0000337","12027336","Jiaye","https://music.163.com/#/artist?id=12027336"
"0000338","1177234","Hoaprox","https://music.163.com/#/artist?id=1177234"
"0000339","14486166","Ava Max","https://music.163.com/#/artist?id=14486166"
"0000340","34332224","沈乐韬","https://music.163.com/#/artist?id=34332224"
"0000341","12050057","G.G(张思源)","https://music.163.com/#/artist?id=12050057"
"0000342","5346","王力宏","https://music.163.com/#/artist?id=5346"
"0000343","1205022","MMZ-BOY","https://music.163.com/#/artist?id=1205022"
"0000344","1079127","DEAF KEV","https://music.163.com/#/artist?id=1079127"
"0000345","33284852","浦东老农民","https://music.163.com/#/artist?id=33284852"
"0000346","12085539","牛奶味夹心阿尔卑斯","https://music.163.com/#/artist?id=12085539"
"0000347","12395708","MT1990","https://music.163.com/#/artist?id=12395708"
"0000348","783124","BTS (防弹少年团)","https://music.163.com/#/artist?id=783124"
"0000349","1080132","SEVENTEEN","https://music.163.com/#/artist?id=1080132"
"0000350","1075078","Jung Kook","https://music.163.com/#/artist?id=1075078"
"0000351","12646102","Sasha Sloan","https://music.163.com/#/artist?id=12646102"
"0000352","13057497","黄明昊 (Justin)","https://music.163.com/#/artist?id=13057497"
"0000353","47091532","王赫野","https://music.163.com/#/artist?id=47091532"
"0000354","34787967","一颗狼星_许篮心","https://music.163.com/#/artist?id=34787967"
"0000355","12359437","李常超 (Lao乾妈)","https://music.163.com/#/artist?id=12359437"
"0000356","12633018","羊阿宝","https://music.163.com/#/artist?id=12633018"
"0000357","3692","林志炫","https://music.163.com/#/artist?id=3692"
"0000358","12084229","焦迈奇","https://music.163.com/#/artist?id=12084229"
"0000359","12488022","黄榕生","https://music.163.com/#/artist?id=12488022"
"0000360","12386034","滕少","https://music.163.com/#/artist?id=12386034"
"0000361","1024308","张碧晨","https://music.163.com/#/artist?id=1024308"
"0000362","1032247","赵钶","https://music.163.com/#/artist?id=1032247"
"0000363","203162","方雅贤","https://music.163.com/#/artist?id=203162"
"0000364","44266","Taylor Swift","https://music.163.com/#/artist?id=44266"
"0000365","152734","Deutschland sucht den Superstar","https://music.163.com/#/artist?id=152734"
"0000366","2863","高进","https://music.163.com/#/artist?id=2863"
"0000367","8281","金南玲","https://music.163.com/#/artist?id=8281"
"0000368","56598","Ellie Goulding","https://music.163.com/#/artist?id=56598"
"0000369","34097025","F*yy","https://music.163.com/#/artist?id=34097025"
"0000370","843001","A Great Big World","https://music.163.com/#/artist?id=843001"
"0000371","12488044","贾昱","https://music.163.com/#/artist?id=12488044"
"0000372","961358","不才","https://music.163.com/#/artist?id=961358"
"0000373","188565","银临","https://music.163.com/#/artist?id=188565"
"0000374","28304831","吕口口","https://music.163.com/#/artist?id=28304831"
"0000375","5944","夏天Alex","https://music.163.com/#/artist?id=5944"
"0000376","7652","范玮琪","https://music.163.com/#/artist?id=7652"
"0000377","12437","牛奶咖啡","https://music.163.com/#/artist?id=12437"
"0000378","13608761","尚士达","https://music.163.com/#/artist?id=13608761"
"0000379","12487016","赵英博","https://music.163.com/#/artist?id=12487016"
"0000380","33995829","王雨桐","https://music.163.com/#/artist?id=33995829"
"0000381","896513","Music therapy","https://music.163.com/#/artist?id=896513"
"0000382","8327","李宇春","https://music.163.com/#/artist?id=8327"
"0000383","46490","Avril Lavigne","https://music.163.com/#/artist?id=46490"
"0000384","27907665","李春花","https://music.163.com/#/artist?id=27907665"
"0000385","31165848","刘大壮","https://music.163.com/#/artist?id=31165848"
"0000386","12174057","艾辰","https://music.163.com/#/artist?id=12174057"
"0000387","34301293","是你的垚","https://music.163.com/#/artist?id=34301293"
"0000388","35136304","卢卢快闭嘴","https://music.163.com/#/artist?id=35136304"
"0000389","12929031","李润祺","https://music.163.com/#/artist?id=12929031"
"0000390","12024274","Kafe.Hu","https://music.163.com/#/artist?id=12024274"
"0000391","784257","Jony J","https://music.163.com/#/artist?id=784257"
"0000392","980025","周兴哲","https://music.163.com/#/artist?id=980025"
"0000393","27909602","姚六一","https://music.163.com/#/artist?id=27909602"
"0000394","15022168","张紫宁","https://music.163.com/#/artist?id=15022168"
"0000395","29741719","R1SE何洛洛","https://music.163.com/#/artist?id=29741719"
"0000396","956386","王源","https://music.163.com/#/artist?id=956386"
"0000397","32399227","王巨星","https://music.163.com/#/artist?id=32399227"
"0000398","30380203","浙音4811（一个大金意）","https://music.163.com/#/artist?id=30380203"
"0000399","37540088","蒋小呢","https://music.163.com/#/artist?id=37540088"
"0000400","66355","Mariah Carey","https://music.163.com/#/artist?id=66355"
"0000401","48161","Ariana Grande","https://music.163.com/#/artist?id=48161"
"0000402","32435421","17ondatrack","https://music.163.com/#/artist?id=32435421"
"0000403","34375061","Youngior","https://music.163.com/#/artist?id=34375061"
